"word","weining","dafang","luquan","bijie","panxian","longlin","honghe","shiping","weishan","xide","chuxiong","yongren","shilin"
"󳈍","tsʼɯ¹³","tsʼi⁵⁵","tsʼɯr⁵⁵","tsʼɿ³³",,"tɕou⁵³","tsʅ²¹","tsɿ²¹","tsʼɿ²¹","tsʼɿ","tsʼɿ⁵⁵","tsʼɿ²¹","fu⁵⁵"
"󳈎","sa¹³","sa¹³","sar⁵⁵","sa¹³",,"ɕe⁵⁵","se²¹","ɕer²¹","ɕɪ²¹","so⁵⁵","se⁵⁵","se²¹",
"󳈏","zɯ³³","zɯ³³","sɯ³³","zɿ³³","su³³","dʑɯ⁵³","dzʅ³³","dʑi³³","（ɣɯ⁵⁵）tɕi³³","ŋdʐu⁵⁵","dzə³³",,"（vi⁵⁵）dzi²¹"
"󳈐","tɪ¹³","kʼue³³","mɔ³³",,"ti²¹",,"do²¹",,"ai³³","tsɿ⁵⁵",,,
"󳈑","dɯ³³、lu³³","lu³³","du³³","ʟu³³","du³³","dɯ³³","du³³","du²¹","po³³","du³³","du³³","du³³","tu³³"
"󳈒",,,,,,,"ɬu⁵⁵","ɬu⁵⁵",,,,,
"󳈓","lɯ³³",,,,,,,,,,,,
"󳈔","ʈa³³",,,"pɛ³³",,,"ɬɯ³³","lɯ³³",,"ɬi³³",,,"dli⁴⁴"
"󳈕","ʈʊ⁵⁵","ʈɐ⁵⁵","kɔ²¹","ʈu⁵⁵","to⁵⁵","tu⁵⁵",,"kor²¹",,"kɯ³³","tu⁵⁵",,
"󳈖","ʈʼɪ¹³","ʈʼɛ¹³","ʈʼɚ⁵⁵","ʈʼɪ³³","ɚ²¹","ʈʼa⁵⁵","ɬa²¹","ʈʼæ²¹","pian⁵⁵","pʼu³³",,"pʼa²¹","ɬa²¹"
"󳈗","ɖʊ⁵⁵","ʈo⁵⁵",,"ɖu³³","du⁵⁵",,,"tæ³³",,,,,
"󳈘","tʂa¹³","tsa¹³",,"tʂa¹³","tsa²¹","tɕe⁵⁵","tɕe²¹","tɕe²¹","tɕɪ²¹","tɕo⁵⁵","tɕe⁵⁵",,"tɕe⁵⁵"
"󳈙","tʂʼʊ²¹","tsʼu²¹",,,"tsʼu²¹",,,"tɕʼi²¹",,,,,
"󳈚",,"ɣʊ⁵⁵",,"tɕe²¹",,,"tɕe²¹","tɕer²¹",,,,,
"󳈛","ȵdʑɯ³³","ȵdʑɐ³³","ȵdʑʼç²¹","ȵdʑʊ³³","dʑi⁵⁵",,"tsʼa²¹","gɛ³³","tsʼa¹³、ɕe²¹",,"sər⁵⁵","sɛ⁵⁵","gɤ³³"
"󳈜",,,,"ʑi⁵⁵",,,,"ʑi⁵⁵",,,,,
"󳈝","ʑy²¹","ʑi²¹","ʑɯ²¹","ʑi²¹","zɿ²¹","ɕɯ²¹","ʐʅ⁵⁵","lu⁵⁵","ləu⁵⁵","ʑɿ³³","du³³","ʐɤ³³","ʂʅ²¹"
"󳈞",,,,"gui³³",,,,"bu³³","bɤ³³",,,,
"󳈟","ŋe³³",,"ŋo³³","ɳe³³",,"ŋɚ⁵³","ŋa³³","nɛ³³",,,,,"ŋɛ⁵⁵"
"󳈠","hɪ²¹",,,"ȵy²¹","ȵɪ²¹",,,,,,,,
"󳈡","he²¹","mie²¹","tɕʼɔ⁵⁵","ȵye²¹","ŋɚ²¹","ŋɚ²¹","ŋɛ²¹","ŋɛ²¹","ʔm⁵⁵","mo³³",,"mi³³","ŋɛ³³"
"󳈢","hu²¹","hʊ²¹","hu²¹","hu²¹","hu⁵¹","hɔ²¹","xa²¹","xᴀ²¹","ʐaŋ²¹","ho²¹","zi⁵⁵","ʐaŋ²¹","ho³³"
"󳈣",,"mbɯ³³",,,,,,,,"pie⁵⁵",,,
"󳈤",,,"pʼa²¹",,,,,,,,,,
"󳈥","tso²¹","ndu³³","bɤ³³","tsu²¹",,,,"tsʼær³³",,"mbo³³","bə³³",,
"󳈦",,"ȵie²¹","tʂʼç²¹",,,,"tsʼɛ²¹","tsʼɛ²¹","tʂɿ⁵⁵",,,,
"󳈧","tɪ³³",,,,,,"ti³³",,"ti³³","tsɿ³³","ti³³",,"ti³³"
"󳈨",,,,"ʔɯ⁵⁵",,,,"zɿ³³","ʑaŋ⁵⁵","do⁵⁵",,,
"󳈩","te⁵⁵","ndzɪ²¹",,,,,,,,"te⁵³",,,
"󳈪","te¹³","tɯ³³","to³³","te³³","tɚ³³","ta³³","tɛ⁵⁵","tɛ⁵⁵","te⁵⁵","（tʂʼɯ³³）mu³³",,"mi³³","tɛ³³"
"󳈫","de²¹","die²¹","do²¹","de²¹","ndɚ²¹","nou⁵³","nɤ⁵⁵","pʼɛ²¹","ȵe⁵⁵","dzɿ³³",,"na³³","ni³³"
"󳈬","du⁵⁵",,,,,,,,,"tʼu³³",,,
"󳈭","du²¹","du²¹","bu²¹",,"du²¹","tʂʼa³³","du⁵⁵","du²¹","（me⁵⁵）tu⁵⁵","dɐ²¹",,"tʂʼa³³","dɐ²¹"
"󳈮",,,,"dɤ⁵⁵、ʑi³³",,,,,,,,,
"󳈯","nɯ⁵⁵","ȵi⁵⁵","dzɿ³³","ni⁵⁵","nm⁵⁵","ɯ⁵⁵","nɤ²¹","nɤ²¹","tsʼɿ²¹","ni²¹","dze²¹","dzɿ²¹",
"󳈰","ly³³","li³³",,,"li³³",,,,,,,,
"󳈱",,,,,,,,,,"lɛ³³",,,
"󳈲","ʈʼa³³","ʈʼa²¹","ʈʼə²¹","ʈʼa²¹",,,"pi³³","tʼæ³³","pi²¹","pɛ³³",,,"pʼi²¹"
